time,aqi,pm25,pm10,o3,no2,so2,co,no,nh3,hour,day,month,aqi_lag1,aqi_change_rate
2025-06-30 17:00:00,4.0,21.88,106.9,39.02,0.11,0.49,69.51,0.0,0.0,17,30,6,4.0,0.0
2025-06-30 18:00:00,4.0,21.71,107.46,38.86,0.12,0.49,69.35,0.0,0.0,18,30,6,4.0,0.0
2025-06-30 19:00:00,4.0,21.28,105.46,38.92,0.12,0.48,69.06,0.0,0.0,19,30,6,4.0,0.0
2025-06-30 20:00:00,3.0,20.63,99.94,39.41,0.12,0.47,69.08,0.0,0.0,20,30,6,4.0,-1.0
2025-06-30 21:00:00,3.0,19.88,93.89,40.31,0.13,0.46,69.34,0.0,0.0,21,30,6,3.0,0.0
2025-06-30 22:00:00,3.0,19.2,86.12,41.4,0.13,0.44,69.54,0.0,0.0,22,30,6,3.0,0.0
2025-06-30 23:00:00,3.0,18.65,80.07,42.58,0.12,0.43,69.78,0.0,0.0,23,30,6,3.0,0.0
2025-07-01 00:00:00,3.0,17.95,74.49,43.82,0.12,0.41,70.13,0.0,0.0,0,1,7,3.0,0.0
2025-07-01 01:00:00,3.0,17.22,69.81,45.01,0.11,0.39,70.32,0.0,0.0,1,1,7,3.0,0.0
2025-07-01 02:00:00,3.0,16.78,68.54,46.05,0.11,0.39,70.74,0.0,0.0,2,1,7,3.0,0.0
2025-07-01 03:00:00,3.0,16.58,68.67,46.8,0.1,0.38,70.9,0.0,0.0,3,1,7,3.0,0.0
2025-07-01 04:00:00,3.0,16.61,72.33,47.42,0.09,0.38,71.24,0.01,0.0,4,1,7,3.0,0.0
2025-07-01 05:00:00,3.0,16.8,77.14,47.66,0.08,0.38,71.37,0.01,0.0,5,1,7,3.0,0.0
2025-07-01 06:00:00,3.0,17.04,80.1,47.42,0.07,0.38,71.61,0.01,0.0,6,1,7,3.0,0.0
2025-07-01 07:00:00,3.0,17.11,81.11,46.63,0.06,0.38,71.67,0.01,0.0,7,1,7,3.0,0.0
2025-07-01 08:00:00,3.0,17.34,82.44,45.42,0.06,0.38,71.29,0.01,0.0,8,1,7,3.0,0.0
2025-07-01 09:00:00,3.0,17.86,85.03,44.1,0.05,0.39,71.06,0.01,0.0,9,1,7,3.0,0.0
2025-07-01 10:00:00,3.0,18.72,89.01,43.16,0.05,0.4,71.14,0.01,0.0,10,1,7,3.0,0.0
2025-07-01 11:00:00,3.0,19.66,93.18,42.65,0.06,0.41,71.26,0.01,0.0,11,1,7,3.0,0.0
2025-07-01 12:00:00,3.0,20.4,95.71,42.64,0.06,0.42,71.81,0.01,0.0,12,1,7,3.0,0.0
2025-07-01 13:00:00,3.0,20.8,95.91,43.19,0.08,0.42,72.48,0.0,0.0,13,1,7,3.0,0.0
2025-07-01 14:00:00,3.0,21.08,95.69,43.92,0.09,0.42,73.37,0.0,0.0,14,1,7,3.0,0.0
2025-07-01 15:00:00,3.0,21.49,96.48,44.28,0.1,0.43,73.72,0.0,0.0,15,1,7,3.0,0.0
2025-07-01 16:00:00,3.0,21.58,96.18,44.04,0.11,0.42,73.57,0.0,0.0,16,1,7,3.0,0.0
2025-07-01 17:00:00,3.0,21.22,94.19,43.76,0.11,0.41,73.27,0.0,0.0,17,1,7,3.0,0.0
2025-07-01 18:00:00,3.0,20.78,92.44,43.54,0.11,0.4,72.8,0.0,0.0,18,1,7,3.0,0.0
2025-07-01 19:00:00,3.0,20.13,90.37,43.53,0.11,0.39,72.19,0.0,0.0,19,1,7,3.0,0.0
2025-07-01 20:00:00,3.0,19.17,87.55,43.83,0.1,0.39,71.87,0.0,0.0,20,1,7,3.0,0.0
2025-07-01 21:00:00,3.0,18.16,83.17,44.14,0.1,0.39,71.73,0.0,0.0,21,1,7,3.0,0.0
2025-07-01 22:00:00,3.0,17.44,79.6,44.33,0.1,0.39,71.47,0.0,0.0,22,1,7,3.0,0.0
2025-07-01 23:00:00,3.0,16.95,76.11,44.5,0.1,0.4,71.38,0.0,0.0,23,1,7,3.0,0.0
2025-07-02 00:00:00,3.0,16.5,71.97,44.71,0.1,0.4,71.5,0.0,0.0,0,2,7,3.0,0.0
2025-07-02 01:00:00,3.0,16.74,72.72,44.96,0.09,0.42,71.65,0.0,0.0,1,2,7,3.0,0.0
2025-07-02 02:00:00,3.0,17.2,75.08,45.23,0.1,0.44,71.93,0.0,0.0,2,2,7,3.0,0.0
2025-07-02 03:00:00,3.0,17.07,73.97,45.89,0.1,0.44,72.33,0.0,0.0,3,2,7,3.0,0.0
2025-07-02 04:00:00,3.0,16.61,68.9,46.52,0.09,0.42,72.63,0.01,0.0,4,2,7,3.0,0.0
2025-07-02 05:00:00,3.0,16.48,65.58,46.68,0.09,0.41,72.71,0.01,0.0,5,2,7,3.0,0.0
2025-07-02 06:00:00,3.0,16.64,65.21,46.35,0.07,0.4,72.5,0.01,0.0,6,2,7,3.0,0.0
2025-07-02 07:00:00,3.0,16.82,67.85,45.59,0.06,0.4,72.15,0.01,0.0,7,2,7,3.0,0.0
2025-07-02 08:00:00,3.0,16.86,70.49,44.39,0.05,0.4,71.79,0.01,0.0,8,2,7,3.0,0.0
2025-07-02 09:00:00,3.0,16.89,72.77,43.09,0.05,0.41,71.42,0.01,0.0,9,2,7,3.0,0.0
2025-07-02 10:00:00,3.0,17.08,74.93,42.03,0.05,0.41,71.29,0.01,0.0,10,2,7,3.0,0.0
2025-07-02 11:00:00,3.0,17.48,76.38,41.26,0.06,0.42,71.01,0.01,0.0,11,2,7,3.0,0.0
2025-07-02 12:00:00,3.0,17.79,76.25,41.09,0.06,0.43,71.14,0.01,0.0,12,2,7,3.0,0.0
2025-07-02 13:00:00,3.0,17.84,74.57,41.65,0.08,0.43,71.77,0.0,0.0,13,2,7,3.0,0.0
2025-07-02 14:00:00,3.0,17.58,72.18,42.72,0.09,0.41,72.56,0.0,0.0,14,2,7,3.0,0.0
2025-07-02 15:00:00,3.0,17.53,71.68,43.68,0.1,0.4,73.29,0.0,0.0,15,2,7,3.0,0.0
2025-07-02 16:00:00,3.0,17.51,72.3,44.14,0.1,0.39,73.56,0.0,0.0,16,2,7,3.0,0.0
2025-07-02 17:00:00,3.0,17.42,73.4,44.21,0.1,0.38,73.68,0.0,0.0,17,2,7,3.0,0.0
2025-07-02 18:00:00,3.0,17.69,76.29,43.73,0.1,0.38,73.55,0.0,0.0,18,2,7,3.0,0.0
2025-07-02 19:00:00,3.0,18.06,79.07,42.86,0.1,0.38,72.79,0.0,0.0,19,2,7,3.0,0.0
2025-07-02 20:00:00,3.0,18.4,80.89,42.19,0.1,0.38,72.27,0.0,0.0,20,2,7,3.0,0.0
2025-07-02 21:00:00,3.0,18.58,82.03,41.77,0.1,0.39,71.86,0.0,0.0,21,2,7,3.0,0.0
2025-07-02 22:00:00,3.0,18.4,80.16,41.78,0.1,0.39,71.65,0.0,0.0,22,2,7,3.0,0.0
2025-07-02 23:00:00,3.0,18.06,75.4,41.94,0.1,0.38,71.65,0.0,0.0,23,2,7,3.0,0.0
2025-07-03 00:00:00,3.0,17.69,69.98,42.25,0.1,0.36,71.85,0.0,0.0,0,3,7,3.0,0.0
2025-07-03 01:00:00,3.0,17.4,66.36,42.49,0.09,0.35,72.16,0.0,0.0,1,3,7,3.0,0.0
2025-07-03 02:00:00,3.0,17.59,66.81,42.51,0.1,0.35,72.5,0.0,0.0,2,3,7,3.0,0.0
2025-07-03 03:00:00,3.0,17.66,67.91,42.61,0.11,0.35,72.78,0.0,0.0,3,3,7,3.0,0.0
2025-07-03 04:00:00,3.0,17.62,68.87,42.78,0.11,0.34,73.15,0.0,0.0,4,3,7,3.0,0.0
2025-07-03 05:00:00,3.0,17.48,69.91,42.89,0.1,0.33,73.32,0.0,0.0,5,3,7,3.0,0.0
2025-07-03 06:00:00,3.0,17.3,70.87,42.89,0.09,0.31,73.18,0.01,0.0,6,3,7,3.0,0.0
2025-07-03 07:00:00,3.0,17.2,72.26,42.76,0.08,0.31,72.98,0.01,0.0,7,3,7,3.0,0.0
2025-07-03 08:00:00,3.0,17.22,73.66,42.43,0.08,0.31,72.48,0.0,0.0,8,3,7,3.0,0.0
2025-07-03 09:00:00,3.0,17.49,75.63,41.98,0.08,0.32,71.75,0.0,0.0,9,3,7,3.0,0.0
2025-07-03 10:00:00,3.0,18.09,78.08,41.65,0.08,0.34,71.1,0.0,0.0,10,3,7,3.0,0.0
2025-07-03 11:00:00,3.0,18.62,79.83,41.61,0.09,0.34,70.62,0.0,0.0,11,3,7,3.0,0.0
2025-07-03 12:00:00,3.0,19.03,80.7,41.89,0.09,0.34,70.47,0.0,0.0,12,3,7,3.0,0.0
2025-07-03 13:00:00,3.0,19.37,80.38,42.27,0.1,0.35,70.46,0.0,0.0,13,3,7,3.0,0.0
2025-07-03 14:00:00,3.0,19.71,80.63,42.53,0.11,0.35,70.76,0.0,0.0,14,3,7,3.0,0.0
2025-07-03 15:00:00,3.0,19.88,81.04,42.69,0.11,0.35,71.0,0.0,0.0,15,3,7,3.0,0.0
2025-07-03 16:00:00,3.0,19.85,80.89,42.74,0.11,0.34,71.17,0.0,0.0,16,3,7,3.0,0.0
2025-07-03 17:00:00,3.0,19.83,80.51,43.01,0.11,0.35,71.54,0.0,0.0,17,3,7,3.0,0.0
2025-07-03 18:00:00,3.0,19.63,78.43,43.48,0.11,0.35,72.05,0.0,0.0,18,3,7,3.0,0.0
2025-07-03 19:00:00,3.0,19.41,75.39,43.98,0.1,0.36,72.54,0.0,0.0,19,3,7,3.0,0.0
2025-07-03 20:00:00,3.0,19.51,73.52,44.35,0.1,0.35,72.77,0.0,0.0,20,3,7,3.0,0.0
2025-07-03 21:00:00,3.0,20.28,75.94,44.28,0.1,0.35,72.65,0.0,0.0,21,3,7,3.0,0.0
2025-07-03 22:00:00,3.0,21.24,79.14,44.02,0.1,0.35,72.46,0.0,0.03,22,3,7,3.0,0.0
2025-07-03 23:00:00,3.0,22.16,82.2,43.74,0.1,0.35,72.3,0.0,0.07,23,3,7,3.0,0.0
2025-07-04 00:00:00,3.0,23.28,85.87,43.32,0.1,0.36,71.91,0.0,0.08,0,4,7,3.0,0.0
2025-07-04 01:00:00,3.0,24.07,85.36,43.04,0.1,0.35,71.64,0.0,0.08,1,4,7,3.0,0.0
2025-07-04 02:00:00,3.0,24.64,82.93,42.69,0.1,0.35,71.51,0.0,0.07,2,4,7,3.0,0.0
2025-07-04 03:00:00,3.0,25.13,81.41,42.39,0.11,0.34,71.46,0.0,0.07,3,4,7,3.0,0.0
2025-07-04 04:00:00,3.0,25.55,83.28,42.17,0.12,0.33,71.49,0.0,0.06,4,4,7,3.0,0.0
2025-07-04 05:00:00,3.0,25.91,86.86,42.02,0.11,0.33,71.52,0.0,0.04,5,4,7,3.0,0.0
2025-07-04 06:00:00,3.0,26.15,89.33,41.94,0.11,0.32,71.58,0.0,0.03,6,4,7,3.0,0.0
2025-07-04 07:00:00,3.0,26.08,88.19,42.15,0.1,0.31,71.82,0.0,0.06,7,4,7,3.0,0.0
2025-07-04 08:00:00,3.0,25.99,85.04,42.55,0.09,0.29,72.3,0.0,0.09,8,4,7,3.0,0.0
2025-07-04 09:00:00,3.0,26.33,83.79,42.76,0.09,0.28,72.47,0.0,0.11,9,4,7,3.0,0.0
2025-07-04 10:00:00,3.0,27.0,84.91,43.28,0.08,0.27,72.96,0.01,0.12,10,4,7,3.0,0.0
2025-07-04 11:00:00,3.0,27.8,87.29,44.13,0.08,0.26,73.55,0.0,0.12,11,4,7,3.0,0.0
2025-07-04 12:00:00,3.0,28.59,90.14,45.54,0.09,0.25,74.6,0.0,0.12,12,4,7,3.0,0.0
2025-07-04 13:00:00,3.0,29.31,93.89,47.32,0.09,0.24,76.15,0.0,0.1,13,4,7,3.0,0.0
2025-07-04 14:00:00,4.0,30.35,100.2,49.12,0.09,0.24,77.66,0.0,0.09,14,4,7,3.0,1.0
2025-07-04 15:00:00,4.0,31.52,107.64,50.75,0.1,0.25,78.89,0.0,0.06,15,4,7,4.0,0.0
2025-07-04 16:00:00,4.0,32.28,113.9,51.95,0.09,0.27,79.65,0.0,0.04,16,4,7,4.0,0.0
2025-07-04 17:00:00,4.0,32.7,119.11,52.67,0.09,0.3,80.06,0.0,0.02,17,4,7,4.0,0.0
2025-07-04 18:00:00,4.0,32.82,123.95,53.13,0.1,0.33,80.13,0.0,0.0,18,4,7,4.0,0.0
2025-07-04 19:00:00,4.0,32.59,127.94,53.32,0.1,0.37,79.78,0.0,0.0,19,4,7,4.0,0.0
2025-07-04 20:00:00,4.0,31.89,129.35,53.24,0.1,0.39,79.14,0.0,0.0,20,4,7,4.0,0.0
2025-07-04 21:00:00,4.0,31.42,130.76,52.73,0.1,0.41,78.07,0.0,0.0,21,4,7,4.0,0.0
2025-07-04 22:00:00,4.0,30.79,130.29,52.28,0.1,0.41,77.02,0.0,0.0,22,4,7,4.0,0.0
2025-07-04 23:00:00,4.0,29.63,124.79,52.19,0.1,0.4,76.17,0.0,0.0,23,4,7,4.0,0.0
2025-07-05 00:00:00,4.0,28.6,119.06,52.31,0.1,0.39,75.53,0.0,0.0,0,5,7,4.0,0.0
2025-07-05 01:00:00,4.0,27.77,110.42,52.75,0.1,0.38,74.89,0.0,0.0,1,5,7,4.0,0.0
2025-07-05 02:00:00,4.0,28.25,106.61,53.19,0.1,0.37,74.83,0.0,0.0,2,5,7,4.0,0.0
2025-07-05 03:00:00,4.0,29.7,108.81,53.82,0.11,0.36,75.18,0.0,0.0,3,5,7,4.0,0.0
2025-07-05 04:00:00,4.0,31.84,120.14,54.61,0.11,0.36,76.08,0.0,0.0,4,5,7,4.0,0.0
2025-07-05 05:00:00,4.0,34.13,136.97,55.43,0.1,0.36,77.1,0.0,0.0,5,5,7,4.0,0.0
2025-07-05 06:00:00,4.0,36.15,153.78,56.24,0.09,0.37,78.23,0.01,0.0,6,5,7,4.0,0.0
2025-07-05 07:00:00,4.0,37.71,164.43,56.84,0.08,0.37,79.58,0.01,0.0,7,5,7,4.0,0.0
2025-07-05 08:00:00,4.0,39.07,171.18,57.45,0.07,0.37,80.88,0.01,0.0,8,5,7,4.0,0.0
2025-07-05 09:00:00,4.0,40.39,176.64,58.12,0.07,0.37,82.38,0.01,0.0,9,5,7,4.0,0.0
2025-07-05 10:00:00,4.0,42.1,186.68,59.1,0.07,0.37,84.34,0.0,0.0,10,5,7,4.0,0.0
2025-07-05 11:00:00,4.0,43.43,192.75,60.1,0.07,0.38,85.67,0.0,0.0,11,5,7,4.0,0.0
2025-07-05 12:00:00,4.0,43.32,186.7,60.95,0.08,0.39,86.16,0.0,0.0,12,5,7,4.0,0.0
2025-07-05 13:00:00,4.0,41.55,171.41,62.2,0.09,0.4,86.08,0.0,0.0,13,5,7,4.0,0.0
2025-07-05 14:00:00,4.0,38.32,150.31,62.66,0.1,0.42,84.99,0.0,0.0,14,5,7,4.0,0.0
2025-07-05 15:00:00,4.0,34.48,127.55,61.13,0.11,0.44,82.47,0.0,0.0,15,5,7,4.0,0.0
2025-07-05 16:00:00,4.0,31.28,109.16,58.06,0.11,0.47,79.07,0.0,0.0,16,5,7,4.0,0.0
2025-07-05 17:00:00,3.0,29.3,98.09,54.47,0.11,0.5,75.71,0.0,0.0,17,5,7,4.0,-1.0
2025-07-05 18:00:00,3.0,28.53,94.5,51.31,0.12,0.53,73.16,0.0,0.0,18,5,7,3.0,0.0
2025-07-05 19:00:00,3.0,28.92,98.07,49.64,0.13,0.55,71.65,0.0,0.0,19,5,7,3.0,0.0
2025-07-05 20:00:00,4.0,30.54,108.14,49.59,0.13,0.57,71.22,0.0,0.0,20,5,7,3.0,1.0
2025-07-05 21:00:00,4.0,32.89,120.52,50.18,0.13,0.59,71.51,0.0,0.0,21,5,7,4.0,0.0
2025-07-05 22:00:00,4.0,35.14,131.67,50.79,0.13,0.6,71.62,0.0,0.0,22,5,7,4.0,0.0
2025-07-05 23:00:00,4.0,36.69,140.76,51.45,0.13,0.61,71.84,0.0,0.0,23,5,7,4.0,0.0
2025-07-06 00:00:00,4.0,37.51,150.24,52.23,0.12,0.61,72.12,0.0,0.0,0,6,7,4.0,0.0
2025-07-06 01:00:00,4.0,38.41,167.59,53.56,0.11,0.61,72.48,0.0,0.0,1,6,7,4.0,0.0
2025-07-06 02:00:00,4.0,38.98,185.48,54.8,0.11,0.6,72.54,0.0,0.0,2,6,7,4.0,0.0
2025-07-06 03:00:00,4.0,37.74,185.95,54.7,0.11,0.6,71.99,0.0,0.0,3,6,7,4.0,0.0
2025-07-06 04:00:00,4.0,35.71,176.5,54.07,0.1,0.59,71.22,0.0,0.0,4,6,7,4.0,0.0
2025-07-06 05:00:00,4.0,33.36,163.76,53.07,0.09,0.59,70.66,0.01,0.0,5,6,7,4.0,0.0
2025-07-06 06:00:00,4.0,31.34,152.86,51.58,0.08,0.58,70.06,0.01,0.0,6,6,7,4.0,0.0
2025-07-06 07:00:00,4.0,29.98,146.22,49.99,0.07,0.59,69.36,0.01,0.0,7,6,7,4.0,0.0
2025-07-06 08:00:00,4.0,29.34,143.74,48.58,0.06,0.59,69.0,0.01,0.0,8,6,7,4.0,0.0
2025-07-06 09:00:00,4.0,29.08,142.97,47.69,0.06,0.6,68.97,0.01,0.0,9,6,7,4.0,0.0
2025-07-06 10:00:00,4.0,28.91,141.67,47.44,0.06,0.6,69.54,0.01,0.0,10,6,7,4.0,0.0
2025-07-06 11:00:00,4.0,28.93,141.4,47.91,0.07,0.6,70.69,0.01,0.0,11,6,7,4.0,0.0
2025-07-06 12:00:00,4.0,29.56,144.67,48.84,0.08,0.6,72.19,0.0,0.0,12,6,7,4.0,0.0
2025-07-06 13:00:00,4.0,30.34,147.58,49.52,0.09,0.61,73.34,0.0,0.0,13,6,7,4.0,0.0
2025-07-06 14:00:00,4.0,30.75,146.86,48.95,0.11,0.61,73.31,0.0,0.0,14,6,7,4.0,0.0
2025-07-06 15:00:00,4.0,30.89,144.89,47.78,0.11,0.62,72.51,0.0,0.0,15,6,7,4.0,0.0
2025-07-06 16:00:00,4.0,31.49,145.83,47.17,0.11,0.62,71.68,0.0,0.0,16,6,7,4.0,0.0
2025-07-06 17:00:00,4.0,33.27,156.47,47.98,0.12,0.62,71.81,0.0,0.0,17,6,7,4.0,0.0
2025-07-06 18:00:00,4.0,36.17,176.61,49.72,0.12,0.61,72.46,0.0,0.0,18,6,7,4.0,0.0
2025-07-06 19:00:00,5.0,39.48,203.48,51.59,0.12,0.61,73.16,0.0,0.0,19,6,7,4.0,1.0
2025-07-06 20:00:00,5.0,41.85,223.96,52.64,0.12,0.61,73.26,0.0,0.0,20,6,7,5.0,0.0
2025-07-06 21:00:00,5.0,42.28,228.76,52.62,0.12,0.62,72.53,0.0,0.0,21,6,7,5.0,0.0
2025-07-06 22:00:00,5.0,41.21,221.04,52.51,0.12,0.63,71.69,0.0,0.0,22,6,7,5.0,0.0
2025-07-06 23:00:00,5.0,39.16,201.03,53.07,0.12,0.64,71.34,0.0,0.0,23,6,7,5.0,0.0
2025-07-07 00:00:00,4.0,38.01,181.18,54.59,0.12,0.62,71.77,0.0,0.0,0,7,7,5.0,-1.0
2025-07-07 01:00:00,4.0,37.19,169.14,55.72,0.12,0.61,72.17,0.0,0.0,1,7,7,4.0,0.0
2025-07-07 02:00:00,4.0,36.63,167.5,55.67,0.12,0.6,72.2,0.0,0.0,2,7,7,4.0,0.0
2025-07-07 03:00:00,4.0,36.49,172.79,55.08,0.12,0.6,72.11,0.0,0.0,3,7,7,4.0,0.0
2025-07-07 04:00:00,4.0,36.62,179.31,54.81,0.12,0.59,72.26,0.0,0.0,4,7,7,4.0,0.0
2025-07-07 05:00:00,4.0,36.71,183.24,54.82,0.11,0.57,72.53,0.01,0.0,5,7,7,4.0,0.0
2025-07-07 06:00:00,4.0,36.6,183.08,54.9,0.1,0.55,72.8,0.01,0.0,6,7,7,4.0,0.0
2025-07-07 07:00:00,4.0,36.27,179.36,55.04,0.09,0.53,73.22,0.01,0.0,7,7,7,4.0,0.0
2025-07-07 08:00:00,4.0,35.8,174.4,55.48,0.08,0.51,73.87,0.01,0.0,8,7,7,4.0,0.0
2025-07-07 09:00:00,4.0,35.37,171.16,56.09,0.08,0.49,74.7,0.01,0.0,9,7,7,4.0,0.0
2025-07-07 10:00:00,4.0,34.36,158.8,57.03,0.08,0.47,75.65,0.0,0.0,10,7,7,4.0,0.0
2025-07-07 11:00:00,4.0,33.31,149.6,57.64,0.08,0.45,76.27,0.0,0.0,11,7,7,4.0,0.0
2025-07-07 12:00:00,4.0,32.46,146.68,57.51,0.09,0.44,76.43,0.0,0.0,12,7,7,4.0,0.0
2025-07-07 13:00:00,4.0,32.03,143.68,56.54,0.09,0.44,76.3,0.0,0.0,13,7,7,4.0,0.0
2025-07-07 14:00:00,4.0,31.64,137.97,54.72,0.1,0.44,76.11,0.0,0.0,14,7,7,4.0,0.0
2025-07-07 15:00:00,4.0,31.56,133.62,52.99,0.1,0.44,76.34,0.0,0.0,15,7,7,4.0,0.0
2025-07-07 16:00:00,4.0,32.7,143.62,52.29,0.1,0.45,77.61,0.0,0.0,16,7,7,4.0,0.0
2025-07-07 17:00:00,4.0,35.35,165.03,52.89,0.1,0.47,79.67,0.0,0.0,17,7,7,4.0,0.0
2025-07-07 18:00:00,4.0,37.77,179.47,53.65,0.1,0.48,81.61,0.0,0.0,18,7,7,4.0,0.0
2025-07-07 19:00:00,4.0,39.28,182.34,54.03,0.1,0.49,82.51,0.0,0.0,19,7,7,4.0,0.0
2025-07-07 20:00:00,4.0,40.19,175.88,54.5,0.1,0.51,82.9,0.0,0.0,20,7,7,4.0,0.0
2025-07-07 21:00:00,4.0,40.9,168.68,55.38,0.1,0.54,82.89,0.0,0.0,21,7,7,4.0,0.0
2025-07-07 22:00:00,4.0,41.73,167.13,56.6,0.1,0.58,82.94,0.0,0.0,22,7,7,4.0,0.0
2025-07-07 23:00:00,4.0,42.14,170.47,57.43,0.1,0.61,82.51,0.0,0.0,23,7,7,4.0,0.0
2025-07-08 00:00:00,4.0,41.84,171.95,57.83,0.1,0.63,81.42,0.0,0.0,0,8,7,4.0,0.0
2025-07-08 01:00:00,4.0,41.24,169.02,57.17,0.1,0.64,80.16,0.0,0.0,1,8,7,4.0,0.0
2025-07-08 02:00:00,4.0,40.57,164.25,56.02,0.11,0.62,79.17,0.0,0.0,2,8,7,4.0,0.0
2025-07-08 03:00:00,4.0,39.95,160.77,55.22,0.11,0.59,78.56,0.0,0.0,3,8,7,4.0,0.0
2025-07-08 04:00:00,4.0,39.4,157.48,54.32,0.1,0.55,78.08,0.01,0.0,4,8,7,4.0,0.0
2025-07-08 05:00:00,4.0,38.65,154.57,53.29,0.08,0.52,77.51,0.01,0.0,5,8,7,4.0,0.0
2025-07-08 06:00:00,4.0,37.7,152.19,52.29,0.07,0.5,76.89,0.01,0.0,6,8,7,4.0,0.0
2025-07-08 07:00:00,4.0,36.38,149.74,51.06,0.06,0.48,76.33,0.01,0.0,7,8,7,4.0,0.0
2025-07-08 08:00:00,4.0,34.6,143.79,48.98,0.05,0.46,75.33,0.01,0.0,8,8,7,4.0,0.0
2025-07-08 09:00:00,4.0,32.56,136.61,46.73,0.05,0.46,74.16,0.01,0.0,9,8,7,4.0,0.0
2025-07-08 10:00:00,4.0,30.41,126.95,45.17,0.06,0.47,73.07,0.01,0.0,10,8,7,4.0,0.0
2025-07-08 11:00:00,4.0,28.67,116.35,44.2,0.06,0.47,72.69,0.01,0.0,11,8,7,4.0,0.0
2025-07-08 12:00:00,4.0,27.61,109.69,44.49,0.06,0.48,72.78,0.01,0.0,12,8,7,4.0,0.0
2025-07-08 13:00:00,4.0,27.17,106.58,45.57,0.07,0.5,73.28,0.01,0.0,13,8,7,4.0,0.0
2025-07-08 14:00:00,4.0,26.72,102.61,46.79,0.1,0.52,73.69,0.0,0.0,14,8,7,4.0,0.0
2025-07-08 15:00:00,3.0,26.23,98.25,48.42,0.11,0.53,74.31,0.0,0.0,15,8,7,4.0,-1.0
2025-07-08 16:00:00,3.0,25.95,95.78,50.16,0.12,0.53,74.68,0.0,0.0,16,8,7,3.0,0.0
2025-07-08 17:00:00,3.0,26.21,96.91,51.46,0.12,0.53,75.22,0.0,0.0,17,8,7,3.0,0.0
2025-07-08 18:00:00,4.0,26.86,101.91,51.43,0.12,0.53,74.89,0.0,0.0,18,8,7,3.0,1.0
2025-07-08 19:00:00,4.0,27.78,111.05,50.32,0.13,0.53,73.98,0.0,0.0,19,8,7,4.0,0.0
2025-07-08 20:00:00,4.0,28.86,123.73,49.06,0.13,0.54,73.17,0.0,0.0,20,8,7,4.0,0.0
2025-07-08 21:00:00,4.0,29.79,137.7,48.03,0.13,0.55,72.65,0.0,0.0,21,8,7,4.0,0.0
2025-07-08 22:00:00,4.0,30.54,151.89,47.57,0.12,0.57,72.43,0.0,0.0,22,8,7,4.0,0.0
2025-07-08 23:00:00,4.0,31.36,166.73,47.81,0.12,0.58,72.56,0.0,0.0,23,8,7,4.0,0.0
2025-07-09 00:00:00,4.0,32.29,179.54,48.09,0.11,0.58,72.79,0.0,0.0,0,9,7,4.0,0.0
2025-07-09 01:00:00,4.0,32.85,184.25,48.38,0.11,0.58,72.98,0.0,0.0,1,9,7,4.0,0.0
2025-07-09 02:00:00,4.0,32.83,180.99,48.28,0.11,0.58,73.14,0.0,0.0,2,9,7,4.0,0.0
2025-07-09 03:00:00,4.0,32.39,173.44,47.94,0.11,0.56,73.38,0.01,0.0,3,9,7,4.0,0.0
2025-07-09 04:00:00,4.0,31.92,167.09,47.67,0.09,0.54,73.33,0.01,0.0,4,9,7,4.0,0.0
2025-07-09 05:00:00,4.0,31.75,164.02,47.44,0.08,0.52,73.64,0.01,0.0,5,9,7,4.0,0.0
2025-07-09 06:00:00,4.0,31.9,163.77,47.03,0.07,0.51,73.88,0.01,0.0,6,9,7,4.0,0.0
2025-07-09 07:00:00,4.0,32.38,168.78,46.45,0.06,0.5,74.22,0.01,0.0,7,9,7,4.0,0.0
2025-07-09 08:00:00,4.0,32.83,175.62,45.7,0.05,0.49,74.6,0.01,0.0,8,9,7,4.0,0.0
2025-07-09 09:00:00,4.0,33.11,180.91,45.09,0.05,0.47,74.92,0.01,0.0,9,9,7,4.0,0.0
2025-07-09 10:00:00,4.0,33.21,183.57,44.69,0.05,0.47,75.48,0.01,0.0,10,9,7,4.0,0.0
2025-07-09 11:00:00,4.0,32.8,181.23,44.28,0.05,0.47,75.59,0.01,0.0,11,9,7,4.0,0.0
2025-07-09 12:00:00,4.0,31.92,173.24,43.98,0.05,0.48,75.42,0.01,0.0,12,9,7,4.0,0.0
2025-07-09 13:00:00,4.0,31.08,164.29,44.32,0.07,0.5,75.51,0.01,0.0,13,9,7,4.0,0.0
2025-07-09 14:00:00,4.0,30.58,156.56,45.15,0.09,0.51,75.79,0.0,0.0,14,9,7,4.0,0.0
2025-07-09 15:00:00,4.0,30.42,150.09,46.34,0.1,0.52,76.41,0.0,0.0,15,9,7,4.0,0.0
2025-07-09 16:00:00,4.0,30.51,145.19,47.2,0.1,0.53,76.77,0.0,0.0,16,9,7,4.0,0.0
2025-07-09 17:00:00,4.0,30.8,141.41,47.66,0.11,0.55,77.04,0.0,0.0,17,9,7,4.0,0.0
2025-07-09 18:00:00,4.0,31.15,137.94,47.64,0.11,0.56,77.02,0.0,0.0,18,9,7,4.0,0.0
2025-07-09 19:00:00,4.0,31.33,135.25,47.25,0.11,0.56,76.57,0.0,0.0,19,9,7,4.0,0.0
2025-07-09 20:00:00,4.0,31.43,133.89,46.87,0.11,0.56,76.29,0.0,0.0,20,9,7,4.0,0.0
2025-07-09 21:00:00,4.0,31.35,132.74,46.59,0.11,0.56,75.96,0.0,0.0,21,9,7,4.0,0.0
